 	Label	Area	Mean	StdDev	Min	Max	X	Y	Circ.	IntDen	Median	RawIntDen	Ch	Slice	AR	Round	Solidity
1	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0001-0001-0433:c:1/4 z:1/50 - Lightning 001/Mark_and_Find 001/Position010	131.211	103.399	67.066	0	255	78.256	61.065	0.907	13567.141	97	677884.000	1	1	1.049	0.953	0.983
2	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0001-0002-0508:c:1/4 z:1/50 - Lightning 001/Mark_and_Find 001/Position010	182.007	101.493	68.646	0	255	101.022	71.900	0.895	18472.461	91	922979.000	1	1	1.134	0.882	0.985
3	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0001-0003-0604:c:1/4 z:1/50 - Lightning 001/Mark_and_Find 001/Position010	153.487	105.391	71.163	0	255	74.940	85.434	0.899	16176.120	98	808242.000	1	1	1.042	0.960	0.983
4	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0002-0001-0433:c:1/4 z:2/50 - Lightning 001/Mark_and_Find 001/Position010	94.766	105.983	68.292	0	255	78.040	61.175	0.898	10043.584	99	501829.000	1	2	1.085	0.922	0.978
5	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0002-0002-0507:c:1/4 z:2/50 - Lightning 001/Mark_and_Find 001/Position010	167.957	94.845	62.798	0	255	100.807	71.729	0.898	15929.928	85	795941.000	1	2	1.124	0.890	0.984
6	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0002-0003-0605:c:1/4 z:2/50 - Lightning 001/Mark_and_Find 001/Position010	128.570	102.243	68.970	0	255	74.886	85.639	0.898	13145.286	93	656806.000	1	2	1.056	0.947	0.981
7	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0003-0001-0506:c:1/4 z:3/50 - Lightning 001/Mark_and_Find 001/Position010	142.559	90.977	59.043	0	255	100.771	71.630	0.904	12969.684	83	648032.000	1	3	1.130	0.885	0.983
8	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0003-0002-0606:c:1/4 z:3/50 - Lightning 001/Mark_and_Find 001/Position010	96.647	98.521	65.718	0	255	74.956	85.789	0.904	9521.780	90	475757.000	1	3	1.105	0.905	0.979
9	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0004-0001-0505:c:1/4 z:4/50 - Lightning 001/Mark_and_Find 001/Position010	116.281	89.168	57.120	0	255	100.756	71.573	0.900	10368.550	81	518066.000	1	4	1.098	0.911	0.982
10	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0005-0001-0506:c:1/4 z:5/50 - Lightning 001/Mark_and_Find 001/Position010	83.498	84.734	54.948	0	255	100.867	71.550	0.907	7075.114	77	353509.000	1	5	1.054	0.949	0.980
11	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0010-0001-0379:c:1/4 z:10/50 - Lightning 001/Mark_and_Find 001/Position010	101.431	87.312	58.754	0	255	96.189	53.582	0.898	8856.136	78	442498.000	1	10	1.160	0.862	0.981
12	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0010-0002-0636:c:1/4 z:10/50 - Lightning 001/Mark_and_Find 001/Position010	80.356	93.608	60.614	0	255	93.378	90.292	0.894	7522.005	86	375838.000	1	10	1.103	0.907	0.978
13	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0011-0001-0377:c:1/4 z:11/50 - Lightning 001/Mark_and_Find 001/Position010	130.611	90.234	61.724	0	255	96.231	53.433	0.894	11785.578	80	588868.000	1	11	1.134	0.882	0.982
14	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0011-0002-0635:c:1/4 z:11/50 - Lightning 001/Mark_and_Find 001/Position010	111.057	99.392	62.411	0	255	93.321	90.117	0.896	11038.197	93	551525.000	1	11	1.087	0.920	0.981
15	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0012-0001-0376:c:1/4 z:12/50 - Lightning 001/Mark_and_Find 001/Position010	154.448	90.346	64.490	0	255	96.148	53.360	0.891	13953.710	78	697199.000	1	12	1.081	0.925	0.981
16	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0012-0002-0635:c:1/4 z:12/50 - Lightning 001/Mark_and_Find 001/Position010	130.391	100.494	64.023	0	255	93.277	89.987	0.902	13103.517	94	654719.000	1	12	1.098	0.910	0.983
17	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0013-0001-0376:c:1/4 z:13/50 - Lightning 001/Mark_and_Find 001/Position010	176.043	90.524	64.811	0	255	96.124	53.320	0.901	15936.153	79	796252.000	1	13	1.057	0.946	0.984
18	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0013-0002-0635:c:1/4 z:13/50 - Lightning 001/Mark_and_Find 001/Position010	147.323	100.076	63.594	0	255	93.256	90.005	0.906	14743.501	93	736661.000	1	13	1.080	0.926	0.984
19	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0014-0001-0375:c:1/4 z:14/50 - Lightning 001/Mark_and_Find 001/Position010	189.212	93.093	67.875	0	255	96.044	53.219	0.904	17614.263	80	880099.000	1	14	1.049	0.953	0.985
20	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0014-0002-0636:c:1/4 z:14/50 - Lightning 001/Mark_and_Find 001/Position010	159.891	97.095	64.489	0	255	93.219	90.001	0.903	15524.626	89	775690.000	1	14	1.072	0.933	0.984
21	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0015-0001-0375:c:1/4 z:15/50 - Lightning 001/Mark_and_Find 001/Position010	193.895	96.566	70.513	0	255	95.964	53.135	0.901	18723.676	83	935531.000	1	15	1.039	0.963	0.984
22	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0015-0002-0413:c:1/4 z:15/50 - Lightning 001/Mark_and_Find 001/Position010	101.571	87.676	59.715	0	255	71.959	58.380	0.904	8905.290	79	444954.000	1	15	1.109	0.901	0.980
23	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0015-0003-0636:c:1/4 z:15/50 - Lightning 001/Mark_and_Find 001/Position010	166.556	92.304	63.821	0	255	93.072	89.938	0.898	15373.780	83	768153.000	1	15	1.067	0.938	0.984
24	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0016-0001-0376:c:1/4 z:16/50 - Lightning 001/Mark_and_Find 001/Position010	198.438	93.810	67.838	0	255	95.941	53.118	0.898	18615.601	82	930131.000	1	16	1.025	0.976	0.983
25	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0016-0002-0414:c:1/4 z:16/50 - Lightning 001/Mark_and_Find 001/Position010	137.936	91.960	65.605	0	255	71.907	58.362	0.900	12684.545	81	633785.000	1	16	1.086	0.920	0.983
26	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0016-0003-0636:c:1/4 z:16/50 - Lightning 001/Mark_and_Find 001/Position010	169.598	89.890	63.509	0	255	92.939	89.965	0.907	15245.151	79	761726.000	1	16	1.055	0.948	0.985
27	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0017-0001-0376:c:1/4 z:17/50 - Lightning 001/Mark_and_Find 001/Position010	194.175	90.027	63.207	0	255	95.895	53.058	0.902	17480.990	80	873440.000	1	17	1.038	0.964	0.985
28	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0017-0002-0416:c:1/4 z:17/50 - Lightning 001/Mark_and_Find 001/Position010	168.077	94.235	69.192	0	255	71.847	58.578	0.902	15838.765	83	791386.000	1	17	1.074	0.931	0.985
29	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0017-0003-0637:c:1/4 z:17/50 - Lightning 001/Mark_and_Find 001/Position010	167.317	87.877	61.318	0	255	92.810	89.970	0.902	14703.213	78	734648.000	1	17	1.081	0.925	0.983
30	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0018-0001-0375:c:1/4 z:18/50 - Lightning 001/Mark_and_Find 001/Position010	184.068	83.603	59.841	0	255	95.876	53.066	0.903	15388.731	72	768900.000	1	18	1.030	0.971	0.984
31	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0018-0002-0416:c:1/4 z:18/50 - Lightning 001/Mark_and_Find 001/Position010	186.750	97.563	70.190	0	255	71.766	58.670	0.902	18219.985	87	910364.000	1	18	1.064	0.940	0.985
32	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0018-0003-0591:c:1/4 z:18/50 - Lightning 001/Mark_and_Find 001/Position010	88.562	86.970	57.665	0	255	69.496	83.797	0.897	7702.191	78	384841.000	1	18	1.183	0.845	0.980
33	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0018-0004-0635:c:1/4 z:18/50 - Lightning 001/Mark_and_Find 001/Position010	159.371	89.679	58.504	0	255	92.806	89.952	0.904	14292.186	82	714111.000	1	18	1.104	0.906	0.984
34	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0019-0001-0374:c:1/4 z:19/50 - Lightning 001/Mark_and_Find 001/Position010	165.295	80.247	56.754	0	255	95.804	53.099	0.914	13264.369	70	662756.000	1	19	1.039	0.963	0.985
35	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0019-0002-0415:c:1/4 z:19/50 - Lightning 001/Mark_and_Find 001/Position010	198.358	98.006	68.668	0	255	71.621	58.698	0.895	19440.396	88	971342.000	1	19	1.059	0.945	0.985
36	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0019-0003-0591:c:1/4 z:19/50 - Lightning 001/Mark_and_Find 001/Position010	118.343	89.690	58.052	0	255	69.616	83.688	0.898	10614.101	82	530335.000	1	19	1.145	0.873	0.982
37	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0019-0004-0635:c:1/4 z:19/50 - Lightning 001/Mark_and_Find 001/Position010	147.023	93.505	58.992	0	255	92.777	89.948	0.900	13747.326	87	686887.000	1	19	1.113	0.898	0.982
38	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0020-0001-0374:c:1/4 z:20/50 - Lightning 001/Mark_and_Find 001/Position010	143.600	83.300	57.250	0	255	95.577	53.126	0.902	11961.841	74	597675.000	1	20	1.028	0.972	0.982
39	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0020-0002-0415:c:1/4 z:20/50 - Lightning 001/Mark_and_Find 001/Position010	202.321	94.826	64.912	0	255	71.406	58.708	0.900	19185.358	85	958599.000	1	20	1.048	0.954	0.985
40	20241216_dkD_DAPI_EGFP_Klf5_Nr5a2_forrep3.lif-Position010-1.tif:nucleus_0020-0003-0591:c:1/4 z:20/50 - Lightning 001/Mark_and_Find 001/Position010	141.619	93.582	62.561	0	255	69.617	83.662	0.896	13252.941	86	662185.000	1	20	1.108	0.902	0.984
